"Rank","Name","Team","POS","G","RTE","TGT","TPRR","RTE %","YPRR","RTE","WIDE RTE %","TM RTE %","TGT","TPRR","RTE %","YPRR","RTE","SLOT RTE %","TM RTE %","TGT","TPRR","RTE %","YPRR","RTE","INLINE RTE %","TM RTE %","TGT","TPRR","RTE %","YPRR","RTE","BACK RTE %","TM RTE %","TGT","TPRR","RTE %","YPRR"
"283","DeeJay Dallas","SEA","RB","17","100","23","0.23","17.6%","1.33","7","7.0%","0.7%","0","0.00","1.2%","0.00","14","14.0%","1.7%","2","0.14","2.5%","0.21","0","0.0%","0.0%","0","0.00","0.0%","0.00","79","79.0%","22.9%","21","0.27","13.9%","1.65"
"284","Royce Freeman","HST, CAR","RB","13","98","14","0.14","19.2%","0.79","20","20.4%","2.2%","1","0.05","3.9%","0.00","4","4.1%","0.6%","1","0.25","0.8%","1.50","0","0.0%","0.0%","0","0.00","0.0%","0.00","74","75.5%","22.8%","12","0.16","14.5%","0.96"
"285","Maxx Williams","ARZ","TE","5","98","17","0.17","53.0%","1.97","5","5.1%","1.5%","1","0.20","2.7%","2.00","33","33.7%","11.3%","2","0.06","17.8%","0.58","51","52.0%","70.8%","12","0.24","27.6%","2.88","9","9.2%","6.7%","2","0.22","4.9%","1.89"
"286","Alex Collins","SEA","RB","11","97","9","0.09","26.0%","0.90","19","19.6%","2.8%","0","0.00","5.1%","0.00","3","3.1%","0.5%","0","0.00","0.8%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","75","77.3%","34.2%","9","0.12","20.1%","1.16"
"287","Tommy Sweeney","BUF","TE","13","97","12","0.12","18.0%","0.45","10","10.3%","1.0%","0","0.00","1.9%","0.00","40","41.2%","4.8%","5","0.13","7.4%","0.35","41","42.3%","23.4%","6","0.15","7.6%","0.46","6","6.2%","1.5%","1","0.17","1.1%","1.83"
"288","Travis Homer","SEA","RB","14","97","19","0.20","20.6%","1.66","12","12.4%","1.4%","2","0.17","2.5%","0.08","10","10.3%","1.4%","0","0.00","2.1%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","75","77.3%","27.0%","17","0.23","15.9%","2.13"
"289","Scott Miller","TB","WR","8","96","9","0.09","26.5%","0.40","67","69.8%","10.1%","8","0.12","18.5%","0.57","29","30.2%","5.9%","1","0.03","8.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"290","Derrick Henry","TEN","RB","8","94","20","0.21","31.4%","1.64","8","8.5%","1.5%","1","0.13","2.7%","1.38","8","8.5%","1.9%","1","0.13","2.7%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","78","83.0%","43.3%","18","0.23","26.1%","1.83"
"291","Preston Williams","MIA","WR","8","94","16","0.17","29.1%","0.76","79","84.0%","13.8%","13","0.16","24.5%","0.78","12","12.8%","2.5%","2","0.17","3.7%","0.42","0","0.0%","0.0%","0","0.00","0.0%","0.00","3","3.2%","1.8%","1","0.33","0.9%","1.33"
"292","Chris Manhertz","JAX","TE","17","93","9","0.10","13.9%","0.76","10","10.8%","0.8%","0","0.00","1.5%","0.00","11","11.8%","1.0%","0","0.00","1.6%","0.00","71","76.3%","27.3%","9","0.13","10.6%","1.00","1","1.1%","0.2%","0","0.00","0.1%","0.00"
"293","Kylen Granson","IND","TE","17","93","15","0.16","16.1%","1.14","20","21.5%","1.9%","3","0.15","3.5%","1.50","41","44.1%","4.7%","5","0.12","7.1%","0.66","32","34.4%","11.3%","7","0.22","5.5%","1.53","0","0.0%","0.0%","0","0.00","0.0%","0.00"
