"Rank","Name","Team","POS","G","ATT","YDS","TD","YACO","MTF","EXP","RTE","TGT","REC","YDS","TD","YAC","YACO","MTF","EXP","TOUCH","YFS","TD","MTF","YACO","YPC","YACO/ATT","MTF/ATT","EXP RUN %","YPRR","YPT","YAC/REC","YACO/REC","MTF/REC","EXP REC %","YFS/TOUCH","MTF/TOUCH","YACO/TOUCH","EXP PLAY %","RuYDS/G","RecYDS/G","YFS/G","FP/G","FP","XFP","XFP/G"
"277","Jalen Richard","LV","RB","10","9","40","0","20","0","1","77","14","12","72","0","72","30","5","0","21","112","0","5","50","4.44","2.22","0.00","11.1%","0.94","5.14","6.00","2.50","0.42","0.0%","5.33","0.24","2.38","4.8%","4.0","7.2","11.2","2.3","23.2","32.1","3.2"
"278","Chris Moore","HST","WR","12","0","0","0","-","0","0","131","22","21","227","2","147","35","2","4","21","227","2","2","35","-","-","0.00","0.0%","1.73","10.32","7.00","1.67","0.10","19.0%","10.81","0.10","1.67","19.0%","0.0","18.9","18.9","4.6","55.7","39.3","3.3"
"279","Will Dissly","SEA","TE","15","0","0","0","-","0","0","185","26","21","231","1","142","56","2","5","21","231","1","2","56","-","-","0.00","0.0%","1.25","8.88","6.76","2.67","0.10","23.8%","11.00","0.10","2.67","23.8%","0.0","15.4","15.4","3.3","50.1","44.7","3.0"
"280","Harrison Bryant","CLV","TE","16","0","0","0","-","0","0","152","27","21","233","3","86","23","0","4","21","233","3","0","23","-","-","0.00","0.0%","1.53","8.63","4.10","1.10","0.00","19.0%","11.10","0.00","1.10","19.0%","0.0","14.6","14.6","3.9","62.3","51.0","3.2"
"281","DeSean Jackson","LA, LV","WR","16","1","4","0","1","0","0","194","34","20","454","2","176","35","2","6","21","458","2","2","36","4.00","1.00","0.00","0.0%","2.34","13.35","8.80","1.75","0.10","30.0%","21.81","0.10","1.71","28.6%","0.3","28.4","28.6","4.8","76.8","64.3","4.0"
"282","Brevin Jordan","HST","TE","9","0","0","0","-","0","0","140","27","20","178","3","106","49","5","2","20","178","3","5","49","-","-","0.00","0.0%","1.27","6.59","5.30","2.45","0.25","10.0%","8.90","0.25","2.45","10.0%","0.0","19.8","19.8","6.2","55.8","46.5","5.2"
"283","Donald Parham","LAC","TE","14","0","0","0","-","0","0","140","26","20","190","3","142","60","6","1","20","190","3","6","60","-","-","0.00","0.0%","1.36","7.31","7.10","3.00","0.30","5.0%","9.50","0.30","3.00","5.0%","0.0","13.6","13.6","4.2","59.0","54.0","3.9"
"284","John Bates","WAS","TE","17","0","0","0","-","0","0","201","23","20","249","1","144","61","4","4","20","249","1","4","61","-","-","0.00","0.0%","1.24","10.83","7.20","3.05","0.20","20.0%","12.45","0.20","3.05","20.0%","0.0","14.6","14.6","3.0","50.9","32.4","1.9"
"285","Antoine Wesley","ARZ","WR","15","0","0","0","-","0","0","239","30","19","208","3","62","50","3","4","19","208","3","3","50","-","-","0.00","0.0%","0.87","6.93","3.26","2.63","0.16","21.1%","10.95","0.16","2.63","21.1%","0.0","13.9","13.9","3.9","57.8","66.5","4.4"
"286","Zach Gentry","PIT","TE","17","0","0","0","-","0","0","148","24","19","167","0","131","52","2","2","19","167","0","2","52","-","-","0.00","0.0%","1.13","6.96","6.89","2.74","0.11","10.5%","8.79","0.11","2.74","10.5%","0.0","9.8","9.8","2.1","35.7","39.9","2.3"
"287","Jermar Jefferson","DET","RB","5","15","74","2","35","0","1","11","5","4","23","0","21","7","0","0","19","97","2","0","42","4.93","2.33","0.00","6.7%","2.09","4.60","5.25","1.75","0.00","0.0%","5.11","0.00","2.21","5.3%","14.8","4.6","19.4","5.1","25.7","16.7","3.3"
"288","Ryquell Armstead","JAX","RB","2","15","80","0","31","2","1","11","4","3","16","0","21","8","0","0","18","96","0","2","39","5.33","2.07","0.13","6.7%","1.45","4.00","7.00","2.67","0.00","0.0%","5.33","0.11","2.17","5.6%","40.0","8.0","48.0","6.3","12.6","14.1","7.1"
"289","Robert Tonyan","GB","TE","8","0","0","0","-","0","0","173","26","18","204","2","109","41","2","4","18","204","2","2","41","-","-","0.00","0.0%","1.18","7.85","6.06","2.28","0.11","22.2%","11.33","0.11","2.28","22.2%","0.0","25.5","25.5","6.3","50.4","56.6","7.1"
"290","JuJu Smith-Schuster","PIT","WR","5","3","9","1","6","1","0","140","26","15","129","0","71","38","3","1","18","138","1","4","44","3.00","2.00","0.33","0.0%","0.92","4.96","4.73","2.53","0.20","6.7%","7.67","0.22","2.44","5.6%","1.8","25.8","27.6","7.0","34.8","41.4","8.3"
"291","Brandon Zylstra","CAR","WR","13","0","0","0","-","0","0","170","24","18","250","1","128","44","2","4","18","250","1","2","44","-","-","0.00","0.0%","1.47","10.42","7.11","2.44","0.11","22.2%","13.89","0.11","2.44","22.2%","0.0","19.2","19.2","3.8","49.0","40.0","3.1"
"292","Keith Smith","ATL","FB","17","9","31","0","18","1","0","52","10","9","56","0","42","26","3","0","18","87","0","4","44","3.44","2.00","0.11","0.0%","1.08","5.60","4.67","2.89","0.33","0.0%","4.83","0.22","2.44","0.0%","1.8","3.3","5.1","1.0","17.7","18.8","1.1"
"293","Logan Thomas","WAS","TE","6","0","0","0","-","0","0","144","25","18","196","3","70","19","2","2","18","196","3","2","19","-","-","0.00","0.0%","1.36","7.84","3.89","1.06","0.11","11.1%","10.89","0.11","1.06","11.1%","0.0","32.7","32.7","9.1","54.6","39.0","6.5"
"294","Ian Thomas","CAR","TE","17","0","0","0","-","0","0","274","29","18","188","0","89","32","0","3","18","188","0","0","32","-","-","0.00","0.0%","0.69","6.48","4.94","1.78","0.00","16.7%","10.44","0.00","1.78","16.7%","0.0","11.1","11.1","2.2","36.8","48.5","2.9"
"295","Terrace Marshall","CAR","WR","13","0","0","0","-","0","0","270","30","17","138","0","64","18","1","1","17","138","0","1","18","-","-","0.00","0.0%","0.51","4.60","3.76","1.06","0.06","5.9%","8.12","0.06","1.06","5.9%","0.0","10.6","10.6","2.5","32.8","54.2","4.2"
"296","Kene Nwangwu","MIN","RB","9","13","61","0","33","4","1","15","5","4","9","0","20","4","0","0","17","70","0","4","37","4.69","2.54","0.31","7.7%","0.60","1.80","5.00","1.00","0.00","0.0%","4.12","0.24","2.18","5.9%","6.8","1.0","7.8","1.2","11.0","17.8","2.0"
"297","Jakeem Grant","CHI, MIA","WR","15","5","33","0","24","3","0","89","17","11","132","2","107","61","3","2","16","165","2","6","85","6.60","4.80","0.60","0.0%","1.48","7.76","9.73","5.55","0.27","18.2%","10.31","0.38","5.31","12.5%","2.2","8.8","11.0","2.4","36.5","33.4","2.2"
"298","James Proche","BLT","WR","14","0","0","0","-","0","0","153","20","16","202","0","65","13","0","2","16","202","0","0","13","-","-","0.00","0.0%","1.32","10.10","4.06","0.81","0.00","12.5%","12.63","0.00","0.81","12.5%","0.0","14.4","14.4","2.6","36.2","30.9","2.2"
"299","Tyler Kroft","NYJ","TE","9","0","0","0","-","0","0","182","25","16","173","1","80","54","5","3","16","173","1","5","54","-","-","0.00","0.0%","0.95","6.92","5.00","3.38","0.31","18.8%","10.81","0.31","3.38","18.8%","0.0","19.2","19.2","4.4","39.3","44.3","4.9"
"300","Stephen Anderson","LAC","TE","17","0","0","0","-","0","0","101","19","16","165","1","119","30","1","3","16","165","1","1","30","-","-","0.00","0.0%","1.63","8.68","7.44","1.88","0.06","18.8%","10.31","0.06","1.88","18.8%","0.0","9.7","9.7","2.3","38.5","33.5","2.0"
"301","Anthony Schwartz","CLV","WR","14","6","39","0","15","1","1","161","22","10","135","1","15","6","0","1","16","174","1","1","21","6.50","2.50","0.17","16.7%","0.84","6.14","1.50","0.60","0.00","10.0%","10.88","0.06","1.31","12.5%","2.8","9.6","12.4","2.4","33.4","43.7","3.1"
"302","Maxx Williams","ARZ","TE","5","0","0","0","-","0","0","98","17","16","193","1","135","58","4","3","16","193","1","4","58","-","-","0.00","0.0%","1.97","11.35","8.44","3.63","0.25","18.8%","12.06","0.25","3.63","18.8%","0.0","38.6","38.6","8.3","41.3","27.5","5.5"
"303","Cam Sims","WAS","WR","14","1","7","0","2","0","0","164","23","15","211","2","45","14","1","2","16","218","2","1","16","7.00","2.00","0.00","0.0%","1.29","9.17","3.00","0.93","0.07","13.3%","13.63","0.06","1.00","12.5%","0.5","15.1","15.6","3.5","48.8","49.4","3.5"
"304","Noah Brown","DAL","WR","13","0","0","0","-","0","0","144","24","16","184","0","72","30","1","3","16","184","0","1","30","-","-","0.00","0.0%","1.28","7.67","4.50","1.88","0.06","18.8%","11.50","0.06","1.88","18.8%","0.0","14.2","14.2","2.6","34.4","41.6","3.2"
"305","Trayveon Williams","CIN","RB","4","15","51","0","46","5","0","7","2","1","4","0","11","4","2","0","16","55","0","7","50","3.40","3.07","0.33","0.0%","0.57","2.00","11.00","4.00","2.00","0.0%","3.44","0.44","3.13","0.0%","12.8","1.0","13.8","1.6","6.5","10.4","2.6"
"306","Ashton Dulin","IND","WR","17","3","32","0","5","1","1","102","21","13","173","2","50","20","1","2","16","205","2","2","25","10.67","1.67","0.33","33.3%","1.70","8.24","3.85","1.54","0.08","15.4%","12.81","0.13","1.56","18.8%","1.9","10.2","12.1","2.7","45.5","52.2","3.1"
"307","Mohamed Sanu","SF","WR","8","0","0","0","-","0","0","158","22","15","177","0","55","19","1","1","15","177","0","1","19","-","-","0.00","0.0%","1.12","8.05","3.67","1.27","0.07","6.7%","11.80","0.07","1.27","6.7%","0.0","22.1","22.1","4.1","32.7","44.7","5.6"
"308","Quintez Cephus","DET","WR","5","0","0","0","-","0","0","124","22","15","204","2","99","43","5","5","15","204","2","5","43","-","-","0.00","0.0%","1.65","9.27","6.60","2.87","0.33","33.3%","13.60","0.33","2.87","33.3%","0.0","40.8","40.8","9.9","49.4","44.7","8.9"
"309","Kendall Hinton","DEN","WR","16","0","0","0","-","0","0","145","22","15","175","1","58","20","1","2","15","175","1","1","20","-","-","0.00","0.0%","1.21","7.95","3.87","1.33","0.07","13.3%","11.67","0.07","1.33","13.3%","0.0","10.9","10.9","2.4","38.5","42.8","2.7"
"310","D'Wayne Eskridge","SEA","WR","10","4","59","0","19","1","1","101","19","10","64","1","31","10","2","0","14","123","1","3","29","14.75","4.75","0.25","25.0%","0.63","3.37","3.10","1.00","0.20","0.0%","8.79","0.21","2.07","7.1%","5.9","6.4","12.3","2.8","28.3","42.1","4.2"
"311","O.J. Howard","TB","TE","17","0","0","0","-","0","0","136","21","14","135","1","91","55","4","1","14","135","1","4","55","-","-","0.00","0.0%","0.99","6.43","6.50","3.93","0.29","7.1%","9.64","0.29","3.93","7.1%","0.0","7.9","7.9","2.0","33.5","41.6","2.4"
"312","Mack Hollins","MIA","WR","17","0","0","0","-","0","0","210","28","14","223","4","47","18","1","4","14","223","4","1","18","-","-","0.00","0.0%","1.06","7.96","3.36","1.29","0.07","28.6%","15.93","0.07","1.29","28.6%","0.0","13.1","13.1","3.5","60.3","60.5","3.6"
"313","Kalen Ballage","PIT","RB","9","12","36","0","34","3","0","30","8","2","8","0","9","4","0","0","14","44","0","3","38","3.00","2.83","0.25","0.0%","0.27","1.00","4.50","2.00","0.00","0.0%","3.14","0.21","2.71","0.0%","4.0","0.9","4.9","0.7","6.4","19.2","2.1"
"314","MyCole Pruitt","TEN","TE","16","0","0","0","-","0","0","136","18","14","145","3","68","20","0","2","14","145","3","0","20","-","-","0.00","0.0%","1.07","8.06","4.86","1.43","0.00","14.3%","10.36","0.00","1.43","14.3%","0.0","9.1","9.1","3.0","48.5","41.5","2.6"
"315","Jimmy Graham","CHI","TE","15","0","0","0","-","0","0","113","23","14","167","3","59","26","1","2","14","167","3","1","26","-","-","0.00","0.0%","1.48","7.26","4.21","1.86","0.07","14.3%","11.93","0.07","1.86","14.3%","0.0","11.1","11.1","3.4","50.7","50.6","3.4"
"316","Juwan Johnson","NO","TE","14","0","0","0","-","0","0","158","20","13","159","4","50","19","1","3","13","159","4","1","19","-","-","0.00","0.0%","1.01","7.95","3.85","1.46","0.08","23.1%","12.23","0.08","1.46","23.1%","0.0","11.4","11.4","3.8","52.9","42.4","3.0"
"317","Deon Jackson","IND","RB","3","13","31","1","29","1","0","0","0","0","0","0","0","-","0","0","13","31","1","1","29","2.38","2.23","0.08","0.0%","0.00","-","0.00","-","0.00","0.0%","2.38","0.08","2.23","0.0%","10.3","0.0","10.3","3.0","9.1","10.8","3.6"
"318","Jason Huntley","PHI","RB","1","13","51","0","38","2","1","11","1","0","0","0","0","-","0","0","13","51","0","2","38","3.92","2.92","0.15","7.7%","0.00","-","0.00","-","0.00","0.0%","3.92","0.15","2.92","7.7%","51.0","0.0","51.0","5.1","5.1","8.4","8.4"
"319","Blake Bell","KC","TE","16","4","10","0","7","0","0","70","11","9","87","0","70","21","0","2","13","97","0","0","28","2.50","1.75","0.00","0.0%","1.24","7.91","7.78","2.33","0.00","22.2%","7.46","0.00","2.15","15.4%","0.6","5.4","6.1","1.2","18.7","20.2","1.3"
"320","Dyami Brown","WAS","WR","15","1","-4","0","-","0","0","188","24","12","165","0","35","21","0","3","13","161","0","0","21","-4.00","-","0.00","0.0%","0.88","6.88","2.92","1.75","0.00","25.0%","12.38","0.00","1.62","23.1%","-0.3","11.0","10.7","1.9","28.1","49.4","3.3"
"321","KhaDarel Hodge","DET","WR","13","0","0","0","-","0","0","148","26","13","157","0","44","22","1","2","13","157","0","1","22","-","-","0.00","0.0%","1.06","6.04","3.38","1.69","0.08","15.4%","12.08","0.08","1.69","15.4%","0.0","12.1","12.1","2.4","30.7","53.5","4.1"
"322","Eric Ebron","PIT","TE","8","1","1","1","-","0","0","158","17","12","84","1","26","11","0","0","13","85","2","0","11","1.00","-","0.00","0.0%","0.53","4.94","2.17","0.92","0.00","0.0%","6.54","0.00","0.85","0.0%","0.1","10.5","10.6","4.1","32.5","32.5","4.1"
"323","Lil'Jordan Humphrey","NO","WR","10","0","0","0","-","0","0","123","18","13","249","2","102","33","2","6","13","249","2","2","33","-","-","0.00","0.0%","2.02","13.83","7.85","2.54","0.15","46.2%","19.15","0.15","2.54","46.2%","0.0","24.9","24.9","5.0","49.9","33.0","3.3"
"324","Jonathan Ward","ARZ","RB","11","9","33","0","17","0","0","22","3","3","34","0","27","5","0","1","12","67","0","0","22","3.67","1.89","0.00","0.0%","1.55","11.33","9.00","1.67","0.00","33.3%","5.58","0.00","1.83","8.3%","3.0","3.1","6.1","0.9","9.7","8.5","0.8"
"325","N'Keal Harry","NE","WR","12","0","0","0","-","0","0","134","22","12","184","0","26","15","0","3","12","184","0","0","15","-","-","0.00","0.0%","1.37","8.36","2.17","1.25","0.00","25.0%","15.33","0.00","1.25","25.0%","0.0","15.3","15.3","2.5","29.4","44.8","3.7"
"326","John Ross","NYG","WR","10","1","16","0","3","0","1","140","19","11","224","1","46","29","4","3","12","240","1","4","32","16.00","3.00","0.00","100.0%","1.60","11.79","4.18","2.64","0.36","27.3%","20.00","0.33","2.67","33.3%","1.6","22.4","24.0","4.1","41.0","34.2","3.4"
"327","Alec Ingold","LV","FB","9","2","1","0","-","0","0","40","12","10","85","1","50","26","3","1","12","86","1","3","26","0.50","-","0.00","0.0%","2.13","7.08","5.00","2.60","0.30","10.0%","7.17","0.25","2.17","8.3%","0.1","9.4","9.6","2.7","24.6","25.6","2.8"
"328","Breshad Perriman","TB","WR","6","1","-3","0","6","1","0","113","17","11","167","1","104","57","3","3","12","164","1","4","63","-3.00","6.00","1.00","0.0%","1.48","9.82","9.45","5.18","0.27","27.3%","13.67","0.33","5.25","25.0%","-0.5","27.8","27.3","5.6","33.4","30.6","5.1"
"329","Malik Turner","DAL","WR","12","0","0","0","-","0","0","61","16","12","149","3","70","68","3","1","12","149","3","3","68","-","-","0.00","0.0%","2.44","9.31","5.83","5.67","0.25","8.3%","12.42","0.25","5.67","8.3%","0.0","12.4","12.4","3.7","44.9","36.9","3.1"
"330","Brock Wright","DET","TE","10","0","0","0","-","0","0","82","17","12","117","2","71","12","0","2","12","117","2","0","12","-","-","0.00","0.0%","1.43","6.88","5.92","1.00","0.00","16.7%","9.75","0.00","1.00","16.7%","0.0","11.7","11.7","3.6","35.7","28.4","2.8"
"331","Equanimeous St. Brown","GB","WR","13","3","14","0","15","1","0","137","18","9","98","0","58","25","2","1","12","112","0","3","40","4.67","5.00","0.33","0.0%","0.72","5.44","6.44","2.78","0.22","11.1%","9.33","0.25","3.33","8.3%","1.1","7.5","8.6","1.6","20.2","31.8","2.4"
"332","Adam Shaheen","MIA","TE","12","0","0","0","-","0","0","141","16","12","110","0","48","26","1","1","12","110","0","1","26","-","-","0.00","0.0%","0.78","6.88","4.00","2.17","0.08","8.3%","9.17","0.08","2.17","8.3%","0.0","9.2","9.2","1.9","23.0","29.9","2.5"
"333","Isaiah Ford","MIA","WR","13","0","0","0","-","0","0","81","16","12","161","2","68","29","1","2","12","161","2","1","29","-","-","0.00","0.0%","1.99","10.06","5.67","2.42","0.08","16.7%","13.42","0.08","2.42","16.7%","0.0","12.4","12.4","3.1","40.1","32.1","2.5"
"334","Ben Skowronek","LA","WR","13","0","0","0","-","0","0","92","18","11","133","0","55","24","1","2","11","133","0","1","24","-","-","0.00","0.0%","1.45","7.39","5.00","2.18","0.09","18.2%","12.09","0.09","2.18","18.2%","0.0","10.2","10.2","1.9","24.3","36.1","2.8"
"335","Drew Sample","CIN","TE","17","0","0","0","-","0","0","102","14","11","81","0","83","18","1","0","11","81","0","1","18","-","-","0.00","0.0%","0.79","5.79","7.55","1.64","0.09","0.0%","7.36","0.09","1.64","0.0%","0.0","4.8","4.8","1.1","19.1","21.2","1.2"
"336","Blake Jarwin","DAL","TE","8","0","0","0","-","0","0","108","17","11","96","2","38","16","1","1","11","96","2","1","16","-","-","0.00","0.0%","0.89","5.65","3.45","1.45","0.09","9.1%","8.73","0.09","1.45","9.1%","0.0","12.0","12.0","4.1","32.6","38.4","4.8"
"337","Kylin Hill","GB","RB","8","10","24","0","21","0","0","10","2","1","5","0","8","3","0","0","11","29","0","0","24","2.40","2.10","0.00","0.0%","0.50","2.50","8.00","3.00","0.00","0.0%","2.64","0.00","2.18","0.0%","3.0","0.6","3.6","0.5","3.9","7.2","0.9"
"338","Kylen Granson","IND","TE","17","0","0","0","-","0","0","93","15","11","106","0","77","25","3","1","11","106","0","3","25","-","-","0.00","0.0%","1.14","7.07","7.00","2.27","0.27","9.1%","9.64","0.27","2.27","9.1%","0.0","6.2","6.2","1.3","21.6","26.3","1.5"
"339","Collin Johnson","NYG","WR","12","0","0","0","-","0","0","124","20","11","105","0","19","12","2","0","11","105","0","2","12","-","-","0.00","0.0%","0.85","5.25","1.73","1.09","0.18","0.0%","9.55","0.18","1.09","0.0%","0.0","8.8","8.8","1.8","21.5","33.2","2.8"
"340","Trinity Benson","DET","WR","8","0","0","0","-","0","0","168","22","10","103","0","54","20","0","2","11","103","0","0","20","-","-","0.00","0.0%","0.61","4.68","5.40","2.00","0.00","20.0%","9.36","0.00","1.82","18.2%","0.0","12.9","12.9","2.5","20.3","37.4","4.7"
"341","Michael Burton","KC","FB","16","8","26","1","15","1","0","10","3","3","31","0","38","6","1","1","11","57","1","2","21","3.25","1.88","0.13","0.0%","3.10","10.33","12.67","2.00","0.33","33.3%","5.18","0.18","1.91","9.1%","1.6","1.9","3.6","0.9","14.7","13.5","0.8"
"342","Marcus Johnson","TEN","WR","7","2","-2","0","5","0","0","90","17","9","160","0","98","34","0","3","11","158","0","0","39","-1.00","2.50","0.00","0.0%","1.78","9.41","10.89","3.78","0.00","33.3%","14.36","0.00","3.55","27.3%","-0.3","22.9","22.6","3.5","24.8","30.6","4.4"
"343","Cyril Grayson","TB","WR","5","1","14","0","2","0","0","71","13","10","212","2","70","13","0","4","11","226","2","0","15","14.00","2.00","0.00","0.0%","2.99","16.31","7.00","1.30","0.00","40.0%","20.55","0.00","1.36","36.4%","2.8","42.4","45.2","8.9","44.6","21.1","4.2"
"344","Dax Milne","WAS","WR","13","1","1","0","2","0","0","86","13","9","83","0","38","1","0","1","10","84","0","0","3","1.00","2.00","0.00","0.0%","0.97","6.38","4.22","0.11","0.00","11.1%","8.40","0.00","0.30","10.0%","0.1","6.4","6.5","1.3","16.4","26.1","2.0"
"345","Dante Pettis","NYG","WR","3","0","0","0","-","0","0","66","16","10","87","1","39","12","0","1","10","87","1","0","12","-","-","0.00","0.0%","1.32","5.44","3.90","1.20","0.00","10.0%","8.70","0.00","1.20","10.0%","0.0","29.0","29.0","8.4","25.3","26.5","8.8"
"346","Parris Campbell","IND","WR","6","0","0","0","-","0","0","114","18","10","162","1","20","7","0","3","10","162","1","0","7","-","-","0.00","0.0%","1.42","9.00","2.00","0.70","0.00","30.0%","16.20","0.00","0.70","30.0%","0.0","27.0","27.0","5.4","32.2","38.1","6.4"
"347","Dede Westbrook","MIN","WR","15","0","0","0","-","0","0","159","16","10","68","0","20","10","0","0","10","68","0","0","10","-","-","0.00","0.0%","0.43","4.25","2.00","1.00","0.00","0.0%","6.80","0.00","1.00","0.0%","0.0","4.5","4.5","1.1","16.8","25.9","1.7"
"348","Curtis Samuel","WAS","WR","5","4","11","0","7","0","0","34","8","6","27","0","42","13","1","0","10","38","0","1","20","2.75","1.75","0.00","0.0%","0.79","3.38","7.00","2.17","0.17","0.0%","3.80","0.10","2.00","0.0%","2.2","5.4","7.6","2.0","9.8","10.7","2.1"
"349","Patrick Ricard","BLT","FB","13","2","4","0","3","0","0","120","11","8","63","1","49","21","1","1","10","67","1","1","24","2.00","1.50","0.00","0.0%","0.53","5.73","6.13","2.63","0.13","12.5%","6.70","0.10","2.40","10.0%","0.3","4.8","5.2","1.6","20.7","20.0","1.5"
"350","Jeff Smith","NYJ","WR","12","1","-1","0","1","0","0","122","16","8","113","0","14","3","0","1","9","112","0","0","4","-1.00","1.00","0.00","0.0%","0.93","7.06","1.75","0.38","0.00","12.5%","12.44","0.00","0.44","11.1%","-0.1","9.4","9.3","1.6","19.2","28.8","2.4"
"351","Nick Vannett","NO","TE","7","0","0","0","-","0","0","84","15","9","133","1","94","28","1","2","9","133","1","1","28","-","-","0.00","0.0%","1.58","8.87","10.44","3.11","0.11","22.2%","14.78","0.11","3.11","22.2%","0.0","19.0","19.0","4.0","28.3","21.7","3.1"
"352","Wendell Smallwood","WAS","RB","2","5","25","0","10","2","0","13","4","4","22","0","15","2","0","0","9","47","0","2","12","5.00","2.00","0.40","0.0%","1.69","5.50","3.75","0.50","0.00","0.0%","5.22","0.22","1.33","0.0%","12.5","11.0","23.5","4.4","8.7","5.2","2.6"
"353","Jacob Hollister","JAX","TE","7","0","0","0","-","0","0","88","13","9","55","1","36","20","1","0","9","55","1","1","20","-","-","0.00","0.0%","0.63","4.23","4.00","2.22","0.11","0.0%","6.11","0.11","2.22","0.0%","0.0","7.9","7.9","2.9","20.5","23.8","3.4"
"354","Josh Oliver","BLT","TE","13","0","0","0","-","0","0","81","15","9","66","0","26","12","0","0","9","66","0","0","12","-","-","0.00","0.0%","0.81","4.40","2.89","1.33","0.00","0.0%","7.33","0.00","1.33","0.0%","0.0","5.1","5.1","1.2","15.6","23.0","1.8"
"355","Trent Sherfield","SF","WR","17","0","0","0","-","0","0","102","17","9","87","1","23","11","1","0","9","87","1","1","11","-","-","0.00","0.0%","0.85","5.12","2.56","1.22","0.11","0.0%","9.67","0.11","1.22","0.0%","0.0","5.1","5.1","1.4","23.7","31.6","1.9"
"356","Tommy Sweeney","BUF","TE","13","0","0","0","-","0","0","97","12","9","44","1","17","7","0","0","9","44","1","0","7","-","-","0.00","0.0%","0.45","3.67","1.89","0.78","0.00","0.0%","4.89","0.00","0.78","0.0%","0.0","3.4","3.4","1.5","19.4","22.6","1.7"
"357","Lee Smith","ATL","TE","16","0","0","0","-","0","0","39","11","9","65","1","32","7","0","1","9","65","1","0","7","-","-","0.00","0.0%","1.67","5.91","3.56","0.78","0.00","11.1%","7.22","0.00","0.78","11.1%","0.0","4.1","4.1","1.3","21.5","18.9","1.2"
"358","Cam Akers","LA","RB","1","5","3","0","10","2","0","7","3","3","10","0","4","1","0","0","8","13","0","2","11","0.60","2.00","0.40","0.0%","1.43","3.33","1.33","0.33","0.00","0.0%","1.63","0.25","1.38","0.0%","3.0","10.0","13.0","4.3","4.3","7.2","7.2"
"359","La'Mical Perine","NYJ","RB","3","8","31","0","21","1","0","12","0","0","0","0","0","-","0","0","8","31","0","1","21","3.88","2.63","0.13","0.0%","0.00","-","0.00","-","0.00","0.0%","3.88","0.13","2.63","0.0%","10.3","0.0","10.3","1.0","3.1","3.9","1.3"
"360","Jaylen Samuels","HST","RB","3","5","9","0","11","1","0","11","4","3","14","0","18","7","1","0","8","23","0","2","18","1.80","2.20","0.20","0.0%","1.27","3.50","6.00","2.33","0.33","0.0%","2.88","0.25","2.25","0.0%","3.0","4.7","7.7","1.8","5.3","8.3","2.8"
"361","Scottie Phillips","HST","RB","2","6","13","0","8","0","0","10","3","2","9","0","8","3","0","0","8","22","0","0","11","2.17","1.33","0.00","0.0%","0.90","3.00","4.00","1.50","0.00","0.0%","2.75","0.00","1.38","0.0%","6.5","4.5","11.0","2.1","4.2","7.4","3.7"
"362","Phillip Dorsett","HST, JAX, SEA","WR","6","1","0","0","-","0","0","64","14","7","110","0","30","10","0","2","8","110","0","0","10","-","-","0.00","0.0%","1.72","7.86","4.29","1.43","0.00","28.6%","13.75","0.00","1.25","25.0%","0.0","18.3","18.3","3.0","18.0","23.4","3.9"
"363","Denzel Mims","NYJ","WR","11","0","0","0","-","0","0","180","19","8","133","0","44","12","1","3","8","133","0","1","12","-","-","0.00","0.0%","0.74","7.00","5.50","1.50","0.13","37.5%","16.63","0.13","1.50","37.5%","0.0","12.1","12.1","1.9","21.3","37.4","3.4"
"364","Eric Saubert","DEN","TE","17","0","0","0","-","0","0","66","11","8","47","1","28","11","0","0","8","47","1","0","11","-","-","0.00","0.0%","0.71","4.27","3.50","1.38","0.00","0.0%","5.88","0.00","1.38","0.0%","0.0","2.8","2.8","1.1","18.7","20.8","1.2"
"365","Juwann Winfree","GB","WR","6","0","0","0","-","0","0","64","13","8","58","0","30","14","0","0","8","58","0","0","14","-","-","0.00","0.0%","0.91","4.46","3.75","1.75","0.00","0.0%","7.25","0.00","1.75","0.0%","0.0","9.7","9.7","2.1","12.8","16.9","2.8"
"366","Jason Cabinda","DET","FB","14","3","23","0","12","1","1","36","7","4","16","1","9","3","0","0","7","39","1","1","15","7.67","4.00","0.33","33.3%","0.44","2.29","2.25","0.75","0.00","0.0%","5.57","0.14","2.14","14.3%","1.6","1.1","2.8","1.0","13.9","14.3","1.0"
"367","Luke Farrell","JAX","TE","14","0","0","0","-","0","0","85","10","7","56","0","28","14","0","1","7","56","0","0","14","-","-","0.00","0.0%","0.66","5.60","4.00","2.00","0.00","14.3%","8.00","0.00","2.00","14.3%","0.0","4.0","4.0","0.9","12.6","16.3","1.2"
"368","Greg Ward","PHI","WR","16","0","0","0","-","0","0","136","10","7","95","3","15","6","1","1","7","95","3","1","6","-","-","0.00","0.0%","0.70","9.50","2.14","0.86","0.14","14.3%","13.57","0.14","0.86","14.3%","0.0","5.9","5.9","2.2","34.6","26.5","1.7"
"369","Kenny Stills","NO","WR","13","1","1","0","1","0","0","148","21","6","68","1","14","7","0","1","7","69","1","0","8","1.00","1.00","0.00","0.0%","0.46","3.24","2.33","1.17","0.00","16.7%","9.86","0.00","1.14","14.3%","0.1","5.2","5.3","1.5","18.9","41.5","3.2"
"370","D.J. Chark","JAX","WR","4","0","0","0","-","0","0","105","19","7","154","2","27","13","0","3","7","154","2","0","13","-","-","0.00","0.0%","1.47","8.11","3.86","1.86","0.00","42.9%","22.00","0.00","1.86","42.9%","0.0","38.5","38.5","8.6","34.4","40.8","10.2"
